date,Open,High,Low,Close,Volume,MarketCap
2024-11-30,243.70089664594224,243.70089664594224,243.70089664594224,243.70089664594224,5755025280.657502,115695831971.57478
2024-12-01,238.16347667858562,238.16347667858562,238.16347667858562,238.16347667858562,4804502975.567071,113136826188.84282
2024-12-02,237.54718827599987,237.54718827599987,237.54718827599987,237.54718827599987,5045595846.945474,112858141484.31874
2024-12-03,225.5283610124218,225.5283610124218,225.5283610124218,225.5283610124218,9899598134.99005,107159640532.60336
2024-12-04,234.99258635351788,234.99258635351788,234.99258635351788,234.99258635351788,10452192112.243505,111849188040.85468
2024-12-05,229.06669921453178,229.06669921453178,229.06669921453178,229.06669921453178,8783744907.42495,108895156641.66345
2024-12-06,237.3008587229224,237.3008587229224,237.3008587229224,237.3008587229224,12602226714.283775,112780864777.68202
2024-12-07,237.00646868253727,237.00646868253727,237.00646868253727,237.00646868253727,8922633455.40031,112628691231.92856
2024-12-08,238.89329739813545,238.89329739813545,238.89329739813545,238.89329739813545,5251587540.533853,113839345705.58537
2024-12-09,237.57854563045439,237.57854563045439,237.57854563045439,237.57854563045439,4395374812.781921,113135754973.99297
2024-12-10,217.61737842270807,217.61737842270807,217.61737842270807,217.61737842270807,11429229527.743338,103658784770.72432
2024-12-11,213.52687206332865,213.52687206332865,213.52687206332865,213.52687206332865,11187514118.859241,101631048226.2473
2024-12-12,227.0731413756734,227.0731413756734,227.0731413756734,227.0731413756734,7555103206.1240225,108729401497.31157
2024-12-13,227.02574746034202,227.02574746034202,227.02574746034202,227.02574746034202,6550517085.993641,108699878063.44142
2024-12-14,224.59546331682483,224.59546331682483,224.59546331682483,224.59546331682483,5161260053.695949,107552367996.59578
2024-12-15,219.871836259502,219.871836259502,219.871836259502,219.871836259502,3877459092.60342,105315505829.8883
2024-12-16,224.53658892974883,224.53658892974883,224.53658892974883,224.53658892974883,3942318066.518842,107667694926.24757
2024-12-17,216.51544960024825,216.51544960024825,216.51544960024825,216.51544960024825,6624387280.0088625,103890617385.6761
2024-12-18,222.74032965988914,222.74032965988914,222.74032965988914,222.74032965988914,7985124597.628129,106838498036.11574
2024-12-19,205.36330239790396,205.36330239790396,205.36330239790396,205.36330239790396,8480297085.511605,98187529554.2457
2024-12-20,194.9019815694289,194.9019815694289,194.9019815694289,194.9019815694289,10468690590.802677,93450456552.31743
2024-12-21,194.12198450453806,194.12198450453806,194.12198450453806,194.12198450453806,12107653719.181095,92885810388.18964
2024-12-22,181.0289078386085,181.0289078386085,181.0289078386085,181.0289078386085,6815137488.7062845,86608023116.47685
2024-12-23,180.15299381882627,180.15299381882627,180.15299381882627,180.15299381882627,5182484546.123343,86503599316.97266
2024-12-24,189.84218617656558,189.84218617656558,189.84218617656558,189.84218617656558,6301604625.525055,91042236757.00714
2024-12-25,197.50098597289022,197.50098597289022,197.50098597289022,197.50098597289022,4227931012.2157845,94580217212.31563
2024-12-26,197.3576592740719,197.3576592740719,197.3576592740719,197.3576592740719,3348485302.259563,94663647605.30154
2024-12-27,188.14456627233477,188.14456627233477,188.14456627233477,188.14456627233477,3632161406.3318877,90223406707.14066
2024-12-28,183.74866385462855,183.74866385462855,183.74866385462855,183.74866385462855,3493249464.36059,88113693164.8477
2024-12-29,194.8276511169169,194.8276511169169,194.8276511169169,194.8276511169169,2617139754.420275,93472385728.09871
2024-12-30,189.9284130164687,189.9284130164687,189.9284130164687,189.9284130164687,2637965244.6069903,91097223580.56879
2024-12-31,190.70066508822853,190.70066508822853,190.70066508822853,190.70066508822853,3958275830.342855,91400962709.76645
2025-01-01,189.45168366761857,189.45168366761857,189.45168366761857,189.45168366761857,3962483816.1795225,91478338043.51134
2025-01-02,193.64679144177083,193.64679144177083,193.64679144177083,193.64679144177083,2824600478.597266,93458487148.00087
2025-01-03,207.87862676897498,207.87862676897498,207.87862676897498,207.87862676897498,5084254052.257431,100434907190.98921
2025-01-04,217.647289485303,217.647289485303,217.647289485303,217.647289485303,4911221653.277528,105094794982.75977
2025-01-05,216.68364826265568,216.68364826265568,216.68364826265568,216.68364826265568,3044194454.6550207,104689355900.12187
2025-01-06,213.44823541657385,213.44823541657385,213.44823541657385,213.44823541657385,3048234520.4287724,103130316780.37645
2025-01-07,218.4209767110049,218.4209767110049,218.4209767110049,218.4209767110049,4309097910.341224,105522704111.37778
2025-01-08,202.492545725036,202.492545725036,202.492545725036,202.492545725036,5199767125.738103,97995322629.92308
2025-01-09,197.45206766283226,197.45206766283226,197.45206766283226,197.45206766283226,5972330799.666177,95682675885.83002
2025-01-10,185.0111350868991,185.0111350868991,185.0111350868991,185.0111350868991,4609352627.060508,89422935371.9058
2025-01-11,187.8201167474825,187.8201167474825,187.8201167474825,187.8201167474825,4489439743.585478,90863602526.64655
2025-01-12,188.0632507646954,188.0632507646954,188.0632507646954,188.0632507646954,2634148745.1065474,91151211516.5533
2025-01-13,188.39194289058088,188.39194289058088,188.39194289058088,188.39194289058088,1635265225.559339,91207532007.52103
2025-01-14,183.11428850097792,183.11428850097792,183.11428850097792,183.11428850097792,6287216536.189147,88705877704.07474
2025-01-15,187.70452520232413,187.70452520232413,187.70452520232413,187.70452520232413,3315788782.9493647,90966038336.3823
2025-01-16,205.75854800567018,205.75854800567018,205.75854800567018,205.75854800567018,4804084650.374077,99617521322.55345
2025-01-17,211.23399374041628,211.23399374041628,211.23399374041628,211.23399374041628,7068314924.706724,102762327812.58186
2025-01-18,219.77905400813702,219.77905400813702,219.77905400813702,219.77905400813702,5970704168.89648,106975781135.88028
2025-01-19,262.5615764589647,262.5615764589647,262.5615764589647,262.5615764589647,25509863876.61015,127785165817.10095
2025-01-20,251.97488550305266,251.97488550305266,251.97488550305266,251.97488550305266,27745408600.276928,122020537308.0902
2025-01-21,242.47150410221352,242.47150410221352,242.47150410221352,242.47150410221352,24105137275.239193,118038765211.23405
2025-01-22,250.3984908388754,250.3984908388754,250.3984908388754,250.3984908388754,12579840532.32276,121552327585.60405
2025-01-23,256.1143343782641,256.1143343782641,256.1143343782641,256.1143343782641,10328230618.34812,124606314246.36227
2025-01-24,253.49503131499628,253.49503131499628,253.49503131499628,253.49503131499628,10816185398.469212,123417388987.169
2025-01-25,253.62637885441316,253.62637885441316,253.62637885441316,253.62637885441316,8592029753.25568,123361234528.28262
2025-01-26,257.0742996969564,257.0742996969564,257.0742996969564,257.0742996969564,5803289041.239068,125148284070.78894
2025-01-27,241.06731630326192,241.06731630326192,241.06731630326192,241.06731630326192,4718944732.494511,117303806305.96823
2025-01-28,234.97914713600687,234.97914713600687,234.97914713600687,234.97914713600687,12684970731.866884,114276592039.16579
2025-01-29,226.88945614638288,226.88945614638288,226.88945614638288,226.88945614638288,5786086231.183104,110398046173.44064
2025-01-30,228.6145425527223,228.6145425527223,228.6145425527223,228.6145425527223,6211589569.140341,111355015372.82307
2025-01-31,239.04719726337646,239.04719726337646,239.04719726337646,239.04719726337646,5322441765.57196,116559779515.8497
2025-02-01,231.50782299297455,231.50782299297455,231.50782299297455,231.50782299297455,4767010236.438659,112643737226.91638
2025-02-02,214.46366422580272,214.46366422580272,214.46366422580272,214.46366422580272,4126022505.958027,104469275144.33444
2025-02-03,202.32492853599265,202.32492853599265,202.32492853599265,202.32492853599265,9577730751.60321,98398368500.85646
2025-02-04,215.95147229807475,215.95147229807475,215.95147229807475,215.95147229807475,17185125725.03428,105205583844.172
2025-02-05,207.42406393975517,207.42406393975517,207.42406393975517,207.42406393975517,8488460261.020004,100802812440.85353
2025-02-06,196.21787573260255,196.21787573260255,196.21787573260255,196.21787573260255,4519102616.629987,95550201539.32951
2025-02-07,189.38932513491977,189.38932513491977,189.38932513491977,189.38932513491977,4544519196.979243,92031851837.88425
2025-02-08,192.2709679394336,192.2709679394336,192.2709679394336,192.2709679394336,5321325630.808724,93773950310.2403
2025-02-09,199.70939394589394,199.70939394589394,199.70939394589394,199.70939394589394,2738591550.9889145,97430610890.80075
2025-02-10,200.44634668796408,200.44634668796408,200.44634668796408,200.44634668796408,3575183754.783349,97797330676.8804
2025-02-11,200.0458466193684,200.0458466193684,200.0458466193684,200.0458466193684,4877446867.21056,97602797576.9777
2025-02-12,197.92915264031842,197.92915264031842,197.92915264031842,197.92915264031842,4610068875.979272,96650663515.04695
2025-02-13,196.60301392852935,196.60301392852935,196.60301392852935,196.60301392852935,4991943969.554793,95802342588.48465
2025-02-14,194.2631701900725,194.2631701900725,194.2631701900725,194.2631701900725,3243643748.254954,94843692266.1009
2025-02-15,199.65011966060425,199.65011966060425,199.65011966060425,199.65011966060425,4307573002.935994,97468827982.87822
2025-02-16,194.4254509858272,194.4254509858272,194.4254509858272,194.4254509858272,2126185023.7187572,94916725048.10495
2025-02-17,188.165584495931,188.165584495931,188.165584495931,188.165584495931,2477404625.155988,91860796549.96172
2025-02-18,177.91997195388805,177.91997195388805,177.91997195388805,177.91997195388805,4953743554.608888,86934660078.68405
2025-02-19,169.10718217289786,169.10718217289786,169.10718217289786,169.10718217289786,7430021942.540908,82487856965.56555
2025-02-20,169.26443436615673,169.26443436615673,169.26443436615673,169.26443436615673,4126508611.428817,82688920914.07486
2025-02-21,176.02074183930708,176.02074183930708,176.02074183930708,176.02074183930708,3748737861.764053,86011244818.54909
2025-02-22,169.00123201382314,169.00123201382314,169.00123201382314,169.00123201382314,5320752621.586434,82609623068.92926
2025-02-23,172.21280391506767,172.21280391506767,172.21280391506767,172.21280391506767,2446840289.512584,84180442889.18811
2025-02-24,168.09302650361454,168.09302650361454,168.09302650361454,168.09302650361454,1845951247.1170418,82111049206.9718
2025-02-25,141.16593031186233,141.16593031186233,141.16593031186233,141.16593031186233,8204544974.98999,69785445476.4441
2025-02-26,144.3563354963687,144.3563354963687,144.3563354963687,144.3563354963687,10792855904.5099,71703011109.95712
2025-02-27,134.6628545613439,134.6628545613439,134.6628545613439,134.6628545613439,5565468106.450874,67080997138.50677
2025-02-28,137.60648163669737,137.60648163669737,137.60648163669737,137.60648163669737,4247821646.488742,68562002291.54892
2025-03-01,148.17466304440643,148.17466304440643,148.17466304440643,148.17466304440643,8773643463.195835,73865234147.56163
2025-03-02,143.4002225931321,143.4002225931321,143.4002225931321,143.4002225931321,3750217492.258566,72725965137.73221
2025-03-03,178.17413183106032,178.17413183106032,178.17413183106032,178.17413183106032,13105437774.765995,90446325718.02034
2025-03-04,142.5141267061424,142.5141267061424,142.5141267061424,142.5141267061424,10365994673.49476,72549477478.20894
2025-03-05,145.06190940041165,145.06190940041165,145.06190940041165,145.06190940041165,8959390661.47582,73677404621.18243
2025-03-06,146.1815871653316,146.1815871653316,146.1815871653316,146.1815871653316,5058439503.511892,74254605878.29288
2025-03-07,143.45134750836067,143.45134750836067,143.45134750836067,143.45134750836067,4945954333.278534,72855104265.59047
2025-03-08,139.1826626278542,139.1826626278542,139.1826626278542,139.1826626278542,7016301953.403862,70789658072.88582
2025-03-09,136.88210638232243,136.88210638232243,136.88210638232243,136.88210638232243,2514068553.482356,69641393306.39473
2025-03-10,126.63426805755283,126.63426805755283,126.63426805755283,126.63426805755283,3801194130.62927,64443868119.22886
2025-03-11,118.78644366084116,118.78644366084116,118.78644366084116,118.78644366084116,5864031854.074184,60550984692.33613
2025-03-12,125.4287680235315,125.4287680235315,125.4287680235315,125.4287680235315,6029007255.049647,63868692267.70004
2025-03-13,126.56536487567297,126.56536487567297,126.56536487567297,126.56536487567297,4689543463.448166,64342608562.247406
2025-03-14,123.23770752728635,123.23770752728635,123.23770752728635,123.23770752728635,3271148359.248695,62750805255.11328
2025-03-15,133.5545345544276,133.5545345544276,133.5545345544276,133.5545345544276,3701658672.5857406,68090655259.91155
2025-03-16,135.83808085318316,135.83808085318316,135.83808085318316,135.83808085318316,2173510694.828497,69171954733.32257
2025-03-17,126.16514527624146,126.16514527624146,126.16514527624146,126.16514527624146,2798721596.9139237,64335280377.63734
2025-03-18,128.27980954134415,128.27980954134415,128.27980954134415,128.27980954134415,2835104845.2985606,65460614429.259926
2025-03-19,125.34406014353017,125.34406014353017,125.34406014353017,125.34406014353017,2936759432.6961746,63883571506.45802
2025-03-20,135.62276169425357,135.62276169425357,135.62276169425357,135.62276169425357,4227937432.462337,69135638972.75473
2025-03-21,127.67626424914864,127.67626424914864,127.67626424914864,127.67626424914864,2856454079.9876003,65205449286.37338
2025-03-22,128.23973822410704,128.23973822410704,128.23973822410704,128.23973822410704,2682481813.177558,65399367439.38751
2025-03-23,128.39187391771924,128.39187391771924,128.39187391771924,128.39187391771924,1633225353.201732,65538073389.8455
2025-03-24,132.10106868785385,132.10106868785385,132.10106868785385,132.10106868785385,1946961909.8583128,67460845086.99793
2025-03-25,140.57936877383233,140.57936877383233,140.57936877383233,140.57936877383233,4982998048.548014,71815757431.57007
2025-03-26,143.93305133739045,143.93305133739045,137.8338459210533,137.8338459210533,3536982455.421661,70513747181.11612
